,ID,Sales,Price
"7121-1",285,12624,3.1899999999999999
"7122-1",285,823,6.2199999999999998
"7123-1",285,8533,4.9199999999999999
"7124-1",285,45470,3.0099999999999998
"7125-1",285,46649,3.0099999999999998
"7126-1",286,86890,1.3700000000000001
"7127-1",286,839,3.8900000000000001
"7128-1",286,11782,1.72
"7129-1",286,10909,1.6599999999999999
"7130-1",286,69730,1.5
"7131-1",286,43199,2.4900000000000002
"7132-1",286,21945,1.8999999999999999
"7133-1",286,30263,1.6299999999999999
"7134-1",286,10130,4.25
"7135-1",286,29605,1.6899999999999999
"7136-1",286,2471,4
"7137-1",286,8780,2.4300000000000002
"7138-1",286,4232,2.0800000000000001
"7139-1",286,2608,5.0999999999999996
"7140-1",286,5798,1.4299999999999999
"7141-1",286,1357,3.5499999999999998
"7142-1",286,14289,1.6399999999999999
"7143-1",286,17273,3.0299999999999998
"7144-1",286,3978,2.6099999999999999
"7145-1",286,1835,7.4400000000000004
"7146-1",286,7794,3.1899999999999999
"7147-1",286,1694,6.2199999999999998
"7148-1",286,894,4.9199999999999999
"7149-1",286,3241,3.0099999999999998
"7150-1",286,2571,3.0099999999999998
"7151-1",287,114669,1.3700000000000001
"7152-1",287,8360,3.8900000000000001
"7153-1",287,163046,1.72
"7154-1",287,94694,1.6599999999999999
"7155-1",287,23044,1.5
"7156-1",287,23059,2.4900000000000002
"7157-1",287,29127,1.8999999999999999
"7158-1",287,839454,1.6299999999999999
"7159-1",287,3585,4.25
"7160-1",287,36626,1.6899999999999999
"7161-1",287,1187,4
"7162-1",287,3212,2.4300000000000002
"7163-1",287,99015,2.0800000000000001
"7164-1",287,861,5.0999999999999996
"7165-1",287,59966,1.4299999999999999
"7166-1",287,4177,3.5499999999999998
"7167-1",287,29938,1.6399999999999999
"7168-1",287,2279,3.0299999999999998
"7169-1",287,12310,2.6099999999999999
"7170-1",287,908,7.4400000000000004
"7171-1",287,7864,3.1899999999999999
"7172-1",287,8063,6.2199999999999998
"7173-1",287,3379,4.9199999999999999
"7174-1",287,4461,3.0099999999999998
"7175-1",287,25669,3.0099999999999998
"7176-1",288,9901,1.3700000000000001
"7177-1",288,6118,3.8900000000000001
"7178-1",288,11594,1.72
"7179-1",288,13992,1.6599999999999999
"7180-1",288,47033,1.5
"7181-1",288,17651,2.4900000000000002
"7182-1",288,12121,1.8999999999999999
"7183-1",288,160822,1.6299999999999999
"7184-1",288,5008,4.25
"7185-1",288,22424,1.6899999999999999
"7186-1",288,12163,4
"7187-1",288,5473,2.4300000000000002
"7188-1",288,2549,2.0800000000000001
"7189-1",288,789,5.0999999999999996
"7190-1",288,13210,1.4299999999999999
"7191-1",288,3043,3.5499999999999998
"7192-1",288,28859,1.6399999999999999
"7193-1",288,5624,3.0299999999999998
"7194-1",288,30879,2.6099999999999999
"7195-1",288,22274,7.4400000000000004
"7196-1",288,7892,3.1899999999999999
"7197-1",288,1995,6.2199999999999998
"7198-1",288,1211,4.9199999999999999
"7199-1",288,19634,3.0099999999999998
"7200-1",288,11280,3.0099999999999998
"7201-1",289,53795,1.3700000000000001
"7202-1",289,4538,3.8900000000000001
"7203-1",289,8638,1.72
"7204-1",289,5956,1.6599999999999999
"7205-1",289,5493,1.5
"7206-1",289,20352,2.4900000000000002
"7207-1",289,9082,1.8999999999999999
"7208-1",289,13390,1.6299999999999999
"7209-1",289,1776,4.25
"7210-1",289,37293,1.6899999999999999
"7211-1",289,5384,4
"7212-1",289,4612,2.4300000000000002
"7213-1",289,1880,2.0800000000000001
"7214-1",289,7091,5.0999999999999996
"7215-1",289,35372,1.4299999999999999
"7216-1",289,12984,3.5499999999999998
"7217-1",289,7087,1.6399999999999999
"7218-1",289,28332,3.0299999999999998
"7219-1",289,13043,2.6099999999999999
"7220-1",289,1556,7.4400000000000004
"7221-1",289,1176,3.1899999999999999
"7222-1",289,1942,6.2199999999999998
"7223-1",289,13833,4.9199999999999999
"7224-1",289,8630,3.0099999999999998
"7225-1",289,5539,3.0099999999999998
"7226-1",290,28667,1.3700000000000001
"7227-1",290,1745,3.8900000000000001
"7228-1",290,2406,1.72
"7229-1",290,4062,1.6599999999999999
"7230-1",290,115703,1.5
"7231-1",290,4675,2.4900000000000002
"7232-1",290,3118,1.8999999999999999
"7233-1",290,7361,1.6299999999999999
"7234-1",290,6263,4.25
"7235-1",290,3777,1.6899999999999999
"7236-1",290,2216,4
"7237-1",290,24719,2.4300000000000002
"7238-1",290,12780,2.0800000000000001
"7239-1",290,1243,5.0999999999999996
"7240-1",290,5799,1.4299999999999999
"7241-1",290,10650,3.5499999999999998
"7242-1",290,1561,1.6399999999999999
"7243-1",290,7289,3.0299999999999998
"7244-1",290,7935,2.6099999999999999
"7245-1",290,619,7.4400000000000004
"7246-1",290,1952,3.1899999999999999
"7247-1",290,1168,6.2199999999999998
"7248-1",290,6352,4.9199999999999999
"7249-1",290,2619,3.0099999999999998
"7250-1",290,10883,3.0099999999999998
"7251-1",291,12144,1.3700000000000001
"7252-1",291,7198,3.8900000000000001
"7253-1",291,10614,1.72
"7254-1",291,76064,1.6599999999999999
"7255-1",291,2166,1.5
"7256-1",291,5132,2.4900000000000002
"7257-1",291,8158,1.8999999999999999
"7258-1",291,2943,1.6299999999999999
"7259-1",291,4531,4.25
"7260-1",291,4502,1.6899999999999999
"7261-1",291,2590,4
"7262-1",291,1965,2.4300000000000002
"7263-1",291,3008,2.0800000000000001
"7264-1",291,6712,5.0999999999999996
"7265-1",291,38571,1.4299999999999999
"7266-1",291,1500,3.5499999999999998
"7267-1",291,3736,1.6399999999999999
"7268-1",291,3695,3.0299999999999998
"7269-1",291,1530,2.6099999999999999
"7270-1",291,1332,7.4400000000000004
"7271-1",291,4886,3.1899999999999999
"7272-1",291,1374,6.2199999999999998
"7273-1",291,11324,4.9199999999999999
"7274-1",291,4480,3.0099999999999998
"7275-1",291,4618,3.0099999999999998
"7276-1",292,28977,1.3700000000000001
"7277-1",292,14217,3.8900000000000001
"7278-1",292,42956,1.72
"7279-1",292,34618,1.6599999999999999
"7280-1",292,30806,1.5
"7281-1",292,22340,2.4900000000000002
"7282-1",292,99910,1.8999999999999999
"7283-1",292,30687,1.6299999999999999
"7284-1",292,12347,4.25
"7285-1",292,67298,1.6899999999999999
"7286-1",292,13638,4
"7287-1",292,26573,2.4300000000000002
"7288-1",292,38187,2.0800000000000001
"7289-1",292,36304,5.0999999999999996
"7290-1",292,60552,1.4299999999999999
"7291-1",292,6309,3.5499999999999998
"7292-1",292,15054,1.6399999999999999
"7293-1",292,23621,3.0299999999999998
"7294-1",292,17672,2.6099999999999999
"7295-1",292,2754,7.4400000000000004
"7296-1",292,15799,3.1899999999999999
"7297-1",292,6682,6.2199999999999998
"7298-1",292,15788,4.9199999999999999
"7299-1",292,6565,3.0099999999999998
"7300-1",292,6432,3.0099999999999998
"7301-1",293,6505,1.3700000000000001
"7302-1",293,2494,3.8900000000000001
"7303-1",293,3906,1.72
"7304-1",293,4800,1.6599999999999999
"7305-1",293,12942,1.5
"7306-1",293,1740,2.4900000000000002
"7307-1",293,6979,1.8999999999999999
"7308-1",293,16878,1.6299999999999999
"7309-1",293,757,4.25
"7310-1",293,6945,1.6899999999999999
"7311-1",293,2439,4
"7312-1",293,6821,2.4300000000000002
"7313-1",293,5763,2.0800000000000001
"7314-1",293,1721,5.0999999999999996
"7315-1",293,10329,1.4299999999999999
"7316-1",293,2974,3.5499999999999998
"7317-1",293,6344,1.6399999999999999
"7318-1",293,4804,3.0299999999999998
"7319-1",293,11847,2.6099999999999999
"7320-1",293,1307,7.4400000000000004
"7321-1",293,1713,3.1899999999999999
"7322-1",293,8017,6.2199999999999998
"7323-1",293,851,4.9199999999999999
"7324-1",293,7296,3.0099999999999998
"7325-1",293,12985,3.0099999999999998
"7326-1",294,55427,1.3700000000000001
"7327-1",294,4192,3.8900000000000001
"7328-1",294,2227,1.72
"7329-1",294,4559,1.6599999999999999
"7330-1",294,75789,1.5
"7331-1",294,31424,2.4900000000000002
"7332-1",294,13392,1.8999999999999999
"7333-1",294,2251,1.6299999999999999
"7334-1",294,759,4.25
"7335-1",294,22389,1.6899999999999999
"7336-1",294,7183,4
"7337-1",294,30659,2.4300000000000002
"7338-1",294,8839,2.0800000000000001
"7339-1",294,1022,5.0999999999999996
"7340-1",294,9790,1.4299999999999999
"7341-1",294,68376,3.5499999999999998
"7342-1",294,34658,1.6399999999999999
"7343-1",294,29566,3.0299999999999998
"7344-1",294,11951,2.6099999999999999
"7345-1",294,2451,7.4400000000000004
"7346-1",294,9640,3.1899999999999999
"7347-1",294,4431,6.2199999999999998
"7348-1",294,5573,4.9199999999999999
"7349-1",294,5886,3.0099999999999998
"7350-1",294,1461,3.0099999999999998
"7351-1",295,15074,1.3700000000000001
"7352-1",295,5084,3.8900000000000001
"7353-1",295,6136,1.72
"7354-1",295,4407,1.6599999999999999
"7355-1",295,5530,1.5
"7356-1",295,2146,2.4900000000000002
"7357-1",295,8876,1.8999999999999999
"7358-1",295,8567,1.6299999999999999
"7359-1",295,1543,4.25
"7360-1",295,208975,1.6899999999999999
"7361-1",295,698,4
"7362-1",295,6488,2.4300000000000002
"7363-1",295,8351,2.0800000000000001
"7364-1",295,2396,5.0999999999999996
"7365-1",295,5793,1.4299999999999999
"7366-1",295,8468,3.5499999999999998
"7367-1",295,112897,1.6399999999999999
"7368-1",295,5752,3.0299999999999998
"7369-1",295,5505,2.6099999999999999
"7370-1",295,164,7.4400000000000004
"7371-1",295,9744,3.1899999999999999
"7372-1",295,4899,6.2199999999999998
"7373-1",295,1329,4.9199999999999999
"7374-1",295,4453,3.0099999999999998
"7375-1",295,5155,3.0099999999999998
"7376-1",296,8519,1.3700000000000001
"7377-1",296,998,3.8900000000000001
"7378-1",296,13178,1.72
"7379-1",296,10983,1.6599999999999999
"7380-1",296,3066,1.5
"7381-1",296,6080,2.4900000000000002
"7382-1",296,2662,1.8999999999999999
"7383-1",296,13362,1.6299999999999999
"7384-1",296,17841,4.25
"7385-1",296,1772,1.6899999999999999
"7386-1",296,16680,4
"7387-1",296,1036,2.4300000000000002
"7388-1",296,6845,2.0800000000000001
"7389-1",296,1655,5.0999999999999996
"7390-1",296,8583,1.4299999999999999
"7391-1",296,3145,3.5499999999999998
"7392-1",296,35443,1.6399999999999999
"7393-1",296,3259,3.0299999999999998
"7394-1",296,6264,2.6099999999999999
"7395-1",296,302,7.4400000000000004
"7396-1",296,37194,3.1899999999999999
"7397-1",296,1433,6.2199999999999998
"7398-1",296,820,4.9199999999999999
"7399-1",296,7877,3.0099999999999998
"7400-1",296,60202,3.0099999999999998
"7401-1",297,236416,1.3700000000000001
"7402-1",297,6359,3.8900000000000001
"7403-1",297,116564,1.72
"7404-1",297,26781,1.6599999999999999
"7405-1",297,35462,1.5
"7406-1",297,38353,2.4900000000000002
"7407-1",297,21795,1.8999999999999999
"7408-1",297,8063,1.6299999999999999
"7409-1",297,47281,4.25
"7410-1",297,31462,1.6899999999999999
"7411-1",297,25005,4
"7412-1",297,19651,2.4300000000000002
"7413-1",297,49029,2.0800000000000001
"7414-1",297,3216,5.0999999999999996
"7415-1",297,82079,1.4299999999999999
"7416-1",297,1042,3.5499999999999998
"7417-1",297,35650,1.6399999999999999
"7418-1",297,9307,3.0299999999999998
"7419-1",297,44279,2.6099999999999999
"7420-1",297,6807,7.4400000000000004
"7421-1",297,3683,3.1899999999999999
"7422-1",297,6894,6.2199999999999998
"7423-1",297,3181,4.9199999999999999
"7424-1",297,17237,3.0099999999999998
"7425-1",297,26952,3.0099999999999998
"7426-1",298,9817,1.3700000000000001
"7427-1",298,7940,3.8900000000000001
"7428-1",298,7801,1.72
"7429-1",298,20373,1.6599999999999999
"7430-1",298,38673,1.5
"7431-1",298,27525,2.4900000000000002
"7432-1",298,4250,1.8999999999999999
"7433-1",298,6430,1.6299999999999999
"7434-1",298,4117,4.25
"7435-1",298,25508,1.6899999999999999
"7436-1",298,8361,4
"7437-1",298,9674,2.4300000000000002
"7438-1",298,24413,2.0800000000000001
"7439-1",298,1029,5.0999999999999996
"7440-1",298,163237,1.4299999999999999
"7441-1",298,5371,3.5499999999999998
"7442-1",298,25187,1.6399999999999999
"7443-1",298,2834,3.0299999999999998
"7444-1",298,40256,2.6099999999999999
"7445-1",298,27262,7.4400000000000004
"7446-1",298,1895,3.1899999999999999
"7447-1",298,8030,6.2199999999999998
"7448-1",298,2716,4.9199999999999999
"7449-1",298,10077,3.0099999999999998
"7450-1",298,10281,3.0099999999999998
"7451-1",299,3735,1.3700000000000001
"7452-1",299,20970,3.8900000000000001
"7453-1",299,57544,1.72
"7454-1",299,7760,1.6599999999999999
"7455-1",299,29836,1.5
"7456-1",299,13805,2.4900000000000002
"7457-1",299,4695,1.8999999999999999
"7458-1",299,8230,1.6299999999999999
"7459-1",299,8492,4.25
"7460-1",299,4561,1.6899999999999999
"7461-1",299,4667,4
"7462-1",299,6697,2.4300000000000002
"7463-1",299,7484,2.0800000000000001
"7464-1",299,3883,5.0999999999999996
"7465-1",299,10162,1.4299999999999999
"7466-1",299,5135,3.5499999999999998
"7467-1",299,11493,1.6399999999999999
"7468-1",299,5586,3.0299999999999998
"7469-1",299,8931,2.6099999999999999
"7470-1",299,3084,7.4400000000000004
"7471-1",299,5333,3.1899999999999999
"7472-1",299,3118,6.2199999999999998
"7473-1",299,6681,4.9199999999999999
"7474-1",299,19722,3.0099999999999998
"7475-1",299,8943,3.0099999999999998
"7476-1",300,27266,1.3700000000000001
"7477-1",300,1257,3.8900000000000001
"7478-1",300,5066,1.72
"7479-1",300,25957,1.6599999999999999
"7480-1",300,4293,1.5
"7481-1",300,12616,2.4900000000000002
"7482-1",300,17021,1.8999999999999999
"7483-1",300,2844,1.6299999999999999
"7484-1",300,1858,4.25
"7485-1",300,11752,1.6899999999999999
"7486-1",300,18184,4
"7487-1",300,3813,2.4300000000000002
"7488-1",300,6829,2.0800000000000001
"7489-1",300,801,5.0999999999999996
"7490-1",300,23264,1.4299999999999999
"7491-1",300,2120,3.5499999999999998
"7492-1",300,24748,1.6399999999999999
"7493-1",300,3992,3.0299999999999998
"7494-1",300,3525,2.6099999999999999
"7495-1",300,3414,7.4400000000000004
"7496-1",300,912,3.1899999999999999
"7497-1",300,6296,6.2199999999999998
"7498-1",300,2139,4.9199999999999999
"7499-1",300,14443,3.0099999999999998
"7500-1",300,7560,3.0099999999999998
"7501-1",301,73757,1.3700000000000001
"7502-1",301,1187,3.8900000000000001
"7503-1",301,825,1.72
"7504-1",301,12722,1.6599999999999999
"7505-1",301,14011,1.5
"7506-1",301,15924,2.4900000000000002
"7507-1",301,6010,1.8999999999999999
"7508-1",301,17584,1.6299999999999999
"7509-1",301,1454,4.25
"7510-1",301,38000,1.6899999999999999
"7511-1",301,26448,4
"7512-1",301,22441,2.4300000000000002
"7513-1",301,13144,2.0800000000000001
"7514-1",301,2073,5.0999999999999996
"7515-1",301,16694,1.4299999999999999
"7516-1",301,5333,3.5499999999999998
"7517-1",301,9044,1.6399999999999999
"7518-1",301,3725,3.0299999999999998
"7519-1",301,2850,2.6099999999999999
"7520-1",301,344,7.4400000000000004
"7521-1",301,1146,3.1899999999999999
"7522-1",301,715,6.2199999999999998
"7523-1",301,7534,4.9199999999999999
"7524-1",301,7686,3.0099999999999998
"7525-1",301,8709,3.0099999999999998
"7526-1",302,13379,1.3700000000000001
"7527-1",302,2981,3.8900000000000001
"7528-1",302,24888,1.72
"7529-1",302,27434,1.6599999999999999
"7530-1",302,3792,1.5
"7531-1",302,56816,2.4900000000000002
"7532-1",302,28168,1.8999999999999999
"7533-1",302,36053,1.6299999999999999
"7534-1",302,1093,4.25
"7535-1",302,67202,1.6899999999999999
"7536-1",302,7236,4
"7537-1",302,9044,2.4300000000000002
"7538-1",302,8642,2.0800000000000001
"7539-1",302,703,5.0999999999999996
"7540-1",302,77442,1.4299999999999999
"7541-1",302,12841,3.5499999999999998
"7542-1",302,18704,1.6399999999999999
"7543-1",302,1554,3.0299999999999998
"7544-1",302,4742,2.6099999999999999
"7545-1",302,793,7.4400000000000004
"7546-1",302,1748,3.1899999999999999
"7547-1",302,1874,6.2199999999999998
"7548-1",302,7096,4.9199999999999999
"7549-1",302,9770,3.0099999999999998
"7550-1",302,6748,3.0099999999999998
"7551-1",303,25009,1.3700000000000001
"7552-1",303,1062,3.8900000000000001
"7553-1",303,32028,1.72
"7554-1",303,48392,1.6599999999999999
"7555-1",303,11033,1.5
"7556-1",303,5746,2.4900000000000002
"7557-1",303,4253,1.8999999999999999
"7558-1",303,12955,1.6299999999999999
"7559-1",303,3550,4.25
"7560-1",303,10398,1.6899999999999999
"7561-1",303,1760,4
"7562-1",303,8143,2.4300000000000002
"7563-1",303,15374,2.0800000000000001
"7564-1",303,1771,5.0999999999999996
"7565-1",303,19310,1.4299999999999999
"7566-1",303,1203,3.5499999999999998
"7567-1",303,3626,1.6399999999999999
"7568-1",303,4031,3.0299999999999998
"7569-1",303,10671,2.6099999999999999
"7570-1",303,983,7.4400000000000004
"7571-1",303,3350,3.1899999999999999
"7572-1",303,2153,6.2199999999999998
"7573-1",303,16242,4.9199999999999999
"7574-1",303,17435,3.0099999999999998
"7575-1",303,2009,3.0099999999999998
"7576-1",304,56215,1.3700000000000001
"7577-1",304,2763,3.8900000000000001
"7578-1",304,14910,1.72
"7579-1",304,9848,1.6599999999999999
"7580-1",304,46371,1.5
"7581-1",304,8811,2.4900000000000002
"7582-1",304,4061,1.8999999999999999
"7583-1",304,3821,1.6299999999999999
"7584-1",304,1130,4.25
"7585-1",304,37655,1.6899999999999999
"7586-1",304,6595,4
"7587-1",304,9833,2.4300000000000002
"7588-1",304,41327,2.0800000000000001
"7589-1",304,738,5.0999999999999996
"7590-1",304,4109,1.4299999999999999
"7591-1",304,1197,3.5499999999999998
"7592-1",304,6510,1.6399999999999999
"7593-1",304,7001,3.0299999999999998
"7594-1",304,2893,2.6099999999999999
"7595-1",304,2350,7.4400000000000004
"7596-1",304,11878,3.1899999999999999
"7597-1",304,6723,6.2199999999999998
"7598-1",304,1771,4.9199999999999999
"7599-1",304,943,3.0099999999999998
"7600-1",304,6899,3.0099999999999998
"7601-1",305,19495,1.3700000000000001
"7602-1",305,6326,3.8900000000000001
"7603-1",305,5343,1.72
"7604-1",305,27307,1.6599999999999999
"7605-1",305,107474,1.5
"7606-1",305,3362,2.4900000000000002
"7607-1",305,32515,1.8999999999999999
"7608-1",305,22034,1.6299999999999999
"7609-1",305,22774,4.25
"7610-1",305,14563,1.6899999999999999
"7611-1",305,4049,4
"7612-1",305,20169,2.4300000000000002
"7613-1",305,38005,2.0800000000000001
"7614-1",305,5259,5.0999999999999996
"7615-1",305,46270,1.4299999999999999
"7616-1",305,4969,3.5499999999999998
"7617-1",305,59262,1.6399999999999999
"7618-1",305,5962,3.0299999999999998
"7619-1",305,6040,2.6099999999999999
"7620-1",305,888,7.4400000000000004
"7621-1",305,5060,3.1899999999999999
"7622-1",305,3557,6.2199999999999998
"7623-1",305,4841,4.9199999999999999
"7624-1",305,7698,3.0099999999999998
"7625-1",305,6558,3.0099999999999998
"7626-1",306,17191,1.3700000000000001
"7627-1",306,3681,3.8900000000000001
"7628-1",306,93042,1.72
"7629-1",306,158030,1.6599999999999999
"7630-1",306,8619,1.5
"7631-1",306,8915,2.4900000000000002
"7632-1",306,17134,1.8999999999999999
"7633-1",306,17001,1.6299999999999999
"7634-1",306,5004,4.25
"7635-1",306,138123,1.6899999999999999
"7636-1",306,9031,4
"7637-1",306,36238,2.4300000000000002
"7638-1",306,15111,2.0800000000000001
"7639-1",306,11402,5.0999999999999996
"7640-1",306,8796,1.4299999999999999
"7641-1",306,2356,3.5499999999999998
"7642-1",306,11503,1.6399999999999999
"7643-1",306,1648,3.0299999999999998
"7644-1",306,27840,2.6099999999999999
"7645-1",306,6007,7.4400000000000004
"7646-1",306,20942,3.1899999999999999
"7647-1",306,1993,6.2199999999999998
"7648-1",306,1808,4.9199999999999999
"7649-1",306,1571,3.0099999999999998
"7650-1",306,14190,3.0099999999999998
"7651-1",307,22930,1.3700000000000001
"7652-1",307,7950,3.8900000000000001
"7653-1",307,4267,1.72
"7654-1",307,4619,1.6599999999999999
"7655-1",307,10811,1.5
"7656-1",307,9695,2.4900000000000002
"7657-1",307,24468,1.8999999999999999
"7658-1",307,15216,1.6299999999999999
"7659-1",307,2783,4.25
"7660-1",307,1617,1.6899999999999999
"7661-1",307,16347,4
"7662-1",307,16779,2.4300000000000002
"7663-1",307,11219,2.0800000000000001
"7664-1",307,4207,5.0999999999999996
"7665-1",307,7823,1.4299999999999999
"7666-1",307,4055,3.5499999999999998
"7667-1",307,4793,1.6399999999999999
"7668-1",307,5381,3.0299999999999998
"7669-1",307,9311,2.6099999999999999
"7670-1",307,3077,7.4400000000000004
"7671-1",307,19553,3.1899999999999999
"7672-1",307,733,6.2199999999999998
"7673-1",307,1774,4.9199999999999999
"7674-1",307,839,3.0099999999999998
"7675-1",307,1656,3.0099999999999998
"7676-1",308,42524,1.3700000000000001
"7677-1",308,38353,3.8900000000000001
"7678-1",308,9692,1.72
"7679-1",308,28819,1.6599999999999999
"7680-1",308,22994,1.5
"7681-1",308,45959,2.4900000000000002
"7682-1",308,27000,1.8999999999999999
"7683-1",308,91027,1.6299999999999999
"7684-1",308,3843,4.25
"7685-1",308,26482,1.6899999999999999
"7686-1",308,29067,4
"7687-1",308,47185,2.4300000000000002
"7688-1",308,216578,2.0800000000000001
"7689-1",308,7612,5.0999999999999996
"7690-1",308,7776,1.4299999999999999
"7691-1",308,47583,3.5499999999999998
"7692-1",308,77960,1.6399999999999999
"7693-1",308,14228,3.0299999999999998
"7694-1",308,21513,2.6099999999999999
"7695-1",308,6068,7.4400000000000004
"7696-1",308,7598,3.1899999999999999
"7697-1",308,5986,6.2199999999999998
"7698-1",308,1575,4.9199999999999999
"7699-1",308,28314,3.0099999999999998
"7700-1",308,16080,3.0099999999999998
"7701-1",309,14722,1.3700000000000001
"7702-1",309,3510,3.8900000000000001
"7703-1",309,6545,1.72
"7704-1",309,31105,1.6599999999999999
"7705-1",309,12765,1.5
"7706-1",309,18327,2.4900000000000002
"7707-1",309,2738,1.8999999999999999
"7708-1",309,8195,1.6299999999999999
"7709-1",309,5642,4.25
"7710-1",309,2940,1.6899999999999999
"7711-1",309,1237,4
"7712-1",309,14251,2.4300000000000002
"7713-1",309,25790,2.0800000000000001
"7714-1",309,1431,5.0999999999999996
"7715-1",309,4356,1.4299999999999999
"7716-1",309,4621,3.5499999999999998
"7717-1",309,2828,1.6399999999999999
"7718-1",309,2799,3.0299999999999998
"7719-1",309,2960,2.6099999999999999
"7720-1",309,593,7.4400000000000004
"7721-1",309,1373,3.1899999999999999
"7722-1",309,7744,6.2199999999999998
"7723-1",309,7353,4.9199999999999999
"7724-1",309,7096,3.0099999999999998
"7725-1",309,342,3.0099999999999998
"7726-1",310,13943,1.3700000000000001
"7727-1",310,44414,3.8900000000000001
"7728-1",310,32686,1.72
"7729-1",310,21074,1.6599999999999999
"7730-1",310,34954,1.5
"7731-1",310,12683,2.4900000000000002
"7732-1",310,27745,1.8999999999999999
"7733-1",310,5111,1.6299999999999999
"7734-1",310,4743,4.25
"7735-1",310,18587,1.6899999999999999
"7736-1",310,20058,4
"7737-1",310,23764,2.4300000000000002
"7738-1",310,38003,2.0800000000000001
"7739-1",310,16393,5.0999999999999996
"7740-1",310,34721,1.4299999999999999
"7741-1",310,5475,3.5499999999999998
"7742-1",310,50742,1.6399999999999999
"7743-1",310,18457,3.0299999999999998
"7744-1",310,28322,2.6099999999999999
"7745-1",310,4675,7.4400000000000004
"7746-1",310,27624,3.1899999999999999
"7747-1",310,19895,6.2199999999999998
"7748-1",310,5213,4.9199999999999999
"7749-1",310,20448,3.0099999999999998
"7750-1",310,13937,3.0099999999999998
"7751-1",311,36384,1.3700000000000001
"7752-1",311,9585,3.8900000000000001
"7753-1",311,33734,1.72
"7754-1",311,5505,1.6599999999999999
"7755-1",311,97210,1.5
"7756-1",311,6206,2.4900000000000002
"7757-1",311,12395,1.8999999999999999
"7758-1",311,44916,1.6299999999999999
"7759-1",311,4949,4.25
"7760-1",311,2997,1.6899999999999999
"7761-1",311,11441,4
"7762-1",311,12396,2.4300000000000002
"7763-1",311,6326,2.0800000000000001
"7764-1",311,2558,5.0999999999999996
"7765-1",311,5058,1.4299999999999999
"7766-1",311,2444,3.5499999999999998
"7767-1",311,16137,1.6399999999999999
"7768-1",311,35031,3.0299999999999998
"7769-1",311,26114,2.6099999999999999
"7770-1",311,1507,7.4400000000000004
"7771-1",311,2084,3.1899999999999999
"7772-1",311,2676,6.2199999999999998
"7773-1",311,5948,4.9199999999999999
"7774-1",311,15282,3.0099999999999998
"7775-1",311,18977,3.0099999999999998
"7776-1",312,34071,1.3700000000000001
"7777-1",312,3699,3.8900000000000001
"7778-1",312,55390,1.72
"7779-1",312,128776,1.6599999999999999
"7780-1",312,72688,1.5
"7781-1",312,7482,2.4900000000000002
"7782-1",312,44404,1.8999999999999999
"7783-1",312,9215,1.6299999999999999
"7784-1",312,5855,4.25
"7785-1",312,25666,1.6899999999999999
"7786-1",312,25979,4
"7787-1",312,5874,2.4300000000000002
"7788-1",312,21669,2.0800000000000001
"7789-1",312,45812,5.0999999999999996
"7790-1",312,133690,1.4299999999999999
"7791-1",312,4376,3.5499999999999998
"7792-1",312,24324,1.6399999999999999
"7793-1",312,4638,3.0299999999999998
"7794-1",312,32254,2.6099999999999999
"7795-1",312,6784,7.4400000000000004
"7796-1",312,19255,3.1899999999999999
"7797-1",312,15149,6.2199999999999998
"7798-1",312,48037,4.9199999999999999
"7799-1",312,24376,3.0099999999999998
"7800-1",312,21350,3.0099999999999998
"7801-1",313,46288,1.3700000000000001
"7802-1",313,939,3.8900000000000001
"7803-1",313,7796,1.72
"7804-1",313,3692,1.6599999999999999
"7805-1",313,18059,1.5
"7806-1",313,3239,2.4900000000000002
"7807-1",313,26748,1.8999999999999999
"7808-1",313,212913,1.6299999999999999
"7809-1",313,5924,4.25
"7810-1",313,3108,1.6899999999999999
"7811-1",313,7739,4
"7812-1",313,11210,2.4300000000000002
"7813-1",313,7061,2.0800000000000001
"7814-1",313,2964,5.0999999999999996
"7815-1",313,2606,1.4299999999999999
"7816-1",313,2553,3.5499999999999998
"7817-1",313,4241,1.6399999999999999
"7818-1",313,3414,3.0299999999999998
"7819-1",313,6959,2.6099999999999999
"7820-1",313,2789,7.4400000000000004
"7821-1",313,13184,3.1899999999999999
"7822-1",313,2268,6.2199999999999998
"7823-1",313,2588,4.9199999999999999
"7824-1",313,4093,3.0099999999999998
"7825-1",313,3099,3.0099999999999998
"7826-1",314,30997,1.3700000000000001
"7827-1",314,67368,3.8900000000000001
"7828-1",314,84574,1.72
"7829-1",314,10396,1.6599999999999999
"7830-1",314,10509,1.5
"7831-1",314,6660,2.4900000000000002
"7832-1",314,30313,1.8999999999999999
"7833-1",314,201496,1.6299999999999999
"7834-1",314,23275,4.25
"7835-1",314,150752,1.6899999999999999
"7836-1",314,6651,4
"7837-1",314,74060,2.4300000000000002
"7838-1",314,27456,2.0800000000000001
"7839-1",314,13235,5.0999999999999996
"7840-1",314,29371,1.4299999999999999
"7841-1",314,48447,3.5499999999999998
"7842-1",314,36571,1.6399999999999999
"7843-1",314,10451,3.0299999999999998
"7844-1",314,6589,2.6099999999999999
"7845-1",314,3752,7.4400000000000004
"7846-1",314,9816,3.1899999999999999
"7847-1",314,45512,6.2199999999999998
"7848-1",314,39330,4.9199999999999999
"7849-1",314,7895,3.0099999999999998
"7850-1",314,11022,3.0099999999999998
"7851-1",315,2879,1.3700000000000001
"7852-1",315,1500,3.8900000000000001
"7853-1",315,20193,1.72
